name,column_name,n_tuples,missing_perc,uniqueness,min,max,mean,median,std,skewness,kurtosis,mad,iqr,p_min,p_max,k_min,k_max,s_min,s_max,entropy,density
house,OverallQual,501,0.1776,0.0194,3.0,10.0,6.1383,6.0,1.3358,0.3878,-0.1793,1.0,2.0,0.0003,0.6151,0.0035,0.5548,0.0039,0.6314,1.673,1.6815
house,OverallQual,501,0.0958,0.0177,3.0,10.0,6.1501,6.0,1.3154,0.3506,-0.2107,1.0,2.0,0.0152,0.6189,0.0058,0.556,0.0065,0.6165,1.6578,1.6682
house,OverallQual,501,0.0479,0.0168,3.0,10.0,6.1509,6.0,1.3216,0.3806,-0.1736,1.0,2.0,0.0102,0.6366,0.0126,0.5598,0.0162,0.6212,1.6641,1.653
house,TotalBsmtSF,501,0.509,0.7846,0.0,2524.0,1048.7764,1014.0,434.1328,0.3765,0.7905,237.5,484.0,0.0083,0.7882,0.01,0.718,0.0113,0.8114,5.1329,0.0006
house,TotalBsmtSF,501,0.475,0.8023,0.0,2396.0,1032.5665,985.0,396.8437,0.2318,0.7009,217.0,419.0,0.0074,0.7358,0.0014,0.6821,0.0021,0.7648,5.239,0.0004
house,TotalBsmtSF,501,0.4032,0.786,0.0,3206.0,1071.1371,1021.0,444.0403,0.6641,1.9313,236.0,478.5,0.014,0.8146,0.0002,0.7344,0.0002,0.8335,5.3321,0.0004
house,TotalBsmtSF,501,0.3513,0.7477,0.0,3206.0,1075.0246,1008.0,429.9602,0.8903,2.1408,238.0,484.0,0.0,0.813,0.0041,0.7356,0.005,0.8348,5.3166,0.0004
house,TotalBsmtSF,501,0.2914,0.7408,0.0,2492.0,1040.631,985.0,413.3507,0.3111,0.8085,227.0,468.0,0.0022,0.8026,0.0079,0.7216,0.0097,0.8149,5.3798,0.0004
house,TotalBsmtSF,501,0.2295,0.7332,0.0,3206.0,1050.3446,998.0,429.1547,0.6907,2.1155,229.0,474.5,0.0036,0.7876,0.0134,0.7202,0.0164,0.8125,5.476,0.0003
house,TotalBsmtSF,501,0.1896,0.734,0.0,3206.0,1055.4384,1008.0,414.9581,0.5188,1.8329,219.0,457.75,0.0014,0.7796,0.0031,0.7308,0.0038,0.8242,5.5074,0.0003
house,TotalBsmtSF,501,0.1776,0.7257,0.0,3206.0,1064.0947,1008.0,433.8625,0.647,1.756,228.5,477.75,0.004,0.8092,0.0013,0.7331,0.0004,0.8301,5.5221,0.0003
house,TotalBsmtSF,501,0.0958,0.7108,0.0,3206.0,1048.2097,988.0,425.7467,0.5323,1.801,228.0,468.0,0.0023,0.7791,0.01,0.7159,0.0122,0.8121,5.5748,0.0003
house,TotalBsmtSF,501,0.0479,0.7044,0.0,3206.0,1051.2704,992.0,428.7248,0.5629,1.7491,224.0,474.0,0.0015,0.7821,0.0057,0.7203,0.0074,0.8143,5.617,0.0003
house,1stFlrSF,501,0.509,0.8415,372.0,2524.0,1170.3618,1094.5,384.0692,0.8851,0.7482,230.5,552.25,0.0021,0.7882,0.0066,0.718,0.008,0.8114,5.2535,0.0004
house,1stFlrSF,501,0.475,0.8669,372.0,2515.0,1153.5741,1092.0,361.0867,0.8642,0.7849,210.0,469.5,0.0045,0.7358,0.0023,0.6821,0.0028,0.7648,5.3722,0.0003
house,1stFlrSF,501,0.4032,0.8094,372.0,2524.0,1176.2843,1095.0,378.7254,0.9012,0.8257,215.0,533.0,0.0074,0.8146,0.0077,0.7344,0.0094,0.8335,5.408,0.0003
house,1stFlrSF,501,0.3513,0.8215,483.0,2524.0,1171.7354,1090.0,388.571,0.954,0.8935,226.0,510.0,0.0004,0.813,0.0209,0.7356,0.0276,0.8348,5.4742,0.0003
house,1stFlrSF,501,0.2914,0.7915,372.0,2492.0,1150.9211,1072.0,361.4791,0.8633,0.7839,211.0,457.0,0.0043,0.8026,0.0049,0.7216,0.0056,0.8149,5.5211,0.0003
house,1stFlrSF,501,0.2295,0.7565,483.0,2524.0,1153.6036,1091.5,368.0306,1.0201,1.2873,227.5,458.0,0.0017,0.7876,0.002,0.7202,0.0035,0.8125,5.561,0.0003
house,1stFlrSF,501,0.1896,0.7635,483.0,2515.0,1160.4212,1089.5,356.855,0.827,0.3832,223.5,473.25,0.0003,0.7796,0.0112,0.7308,0.0148,0.8242,5.6191,0.0002
house,1stFlrSF,501,0.1776,0.7597,372.0,2524.0,1168.7573,1093.5,380.9255,0.9333,0.8528,229.5,491.0,0.0029,0.8092,0.0032,0.7331,0.0034,0.8301,5.638,0.0002
house,1stFlrSF,501,0.0958,0.7461,372.0,2524.0,1158.7395,1089.0,366.0419,0.9536,0.8646,225.0,481.0,0.003,0.7791,0.0134,0.7159,0.0165,0.8121,5.6969,0.0002
house,1stFlrSF,501,0.0479,0.74,483.0,2524.0,1159.6813,1080.0,371.2109,0.9476,0.8907,219.0,484.0,0.0026,0.7821,0.0042,0.7203,0.005,0.8143,5.7409,0.0002
house,OverallCond,501,0.509,0.0285,3.0,9.0,5.7724,5.0,1.0806,1.0601,0.7018,0.0,1.0,0.0013,0.5181,0.0024,0.4468,0.0043,0.5604,1.3078,2.2704
house,OverallCond,501,0.475,0.0266,3.0,9.0,5.6616,5.0,1.0298,1.0457,1.0323,0.0,1.0,0.0072,0.4623,0.0062,0.3842,0.0066,0.4866,1.2714,2.2318
house,OverallCond,501,0.4032,0.0234,3.0,9.0,5.6488,5.0,1.0914,1.2379,0.9531,0.0,1.0,0.005,0.4466,0.0085,0.3633,0.0095,0.4608,1.249,2.1162
house,OverallCond,501,0.3513,0.0246,2.0,9.0,5.7046,5.0,1.1254,0.9479,0.8837,0.0,1.0,0.0058,0.5092,0.0013,0.4394,0.0014,0.5635,1.3247,1.6981
house,OverallCond,501,0.2914,0.0197,3.0,9.0,5.6986,5.0,1.0572,1.1956,0.9476,0.0,1.0,0.0004,0.4986,0.0011,0.4293,0.0013,0.551,1.2573,2.278
house,OverallCond,501,0.2295,0.0207,2.0,9.0,5.6373,5.0,1.0716,1.1005,1.3774,0.0,1.0,0.0042,0.4872,0.0001,0.406,0.0003,0.5159,1.2596,1.6828
house,OverallCond,501,0.1896,0.0197,2.0,9.0,5.67,5.0,1.0825,1.044,1.1146,0.0,1.0,0.0034,0.5081,0.0136,0.4189,0.0147,0.5272,1.2783,1.7148
house,OverallCond,501,0.1776,0.0194,2.0,9.0,5.6942,5.0,1.09,1.01,0.9156,0.0,1.0,0.0005,0.5139,0.0051,0.4208,0.0059,0.5338,1.2708,1.6963
house,OverallCond,501,0.0958,0.0177,2.0,9.0,5.6932,5.0,1.0942,1.0234,0.918,0.0,1.0,0.0004,0.5178,0.0092,0.4264,0.0099,0.5431,1.2891,1.7214
house,OverallCond,501,0.0479,0.0168,2.0,9.0,5.673,5.0,1.0767,1.0602,1.0642,0.0,1.0,0.0011,0.5023,0.0021,0.4183,0.0013,0.5301,1.2767,1.7072
house,FullBath,501,0.509,0.0122,1.0,3.0,1.5772,2.0,0.5336,0.0912,-1.1539,0.0,1.0,0.0218,0.68,0.0206,0.6073,0.0209,0.6789,0.7739,12.4059
house,FullBath,501,0.475,0.0152,0.0,3.0,1.5437,2.0,0.5626,0.2761,-0.7905,1.0,1.0,0.0024,0.71,0.0271,0.5836,0.0276,0.7058,0.8305,7.9777
house,FullBath,501,0.4032,0.0134,0.0,3.0,1.6087,2.0,0.5643,0.1245,-0.7249,0.0,1.0,0.0128,0.6523,0.0133,0.533,0.0135,0.6444,0.8381,7.8795
house,FullBath,501,0.3513,0.0123,0.0,3.0,1.5662,2.0,0.5652,0.1478,-0.7303,0.0,1.0,0.0012,0.6612,0.0239,0.5421,0.0279,0.6558,0.8405,7.8843
house,FullBath,501,0.2914,0.0113,0.0,3.0,1.5437,2.0,0.5466,0.1889,-0.9788,0.0,1.0,0.0163,0.65,0.0085,0.5376,0.0103,0.6523,0.8022,8.0483
house,FullBath,501,0.2295,0.0104,0.0,3.0,1.5596,2.0,0.5509,0.1818,-0.9228,0.0,1.0,0.0057,0.6526,0.0057,0.5509,0.0059,0.6543,0.8103,8.0174
house,FullBath,501,0.1896,0.0099,0.0,3.0,1.5517,2.0,0.5536,0.1436,-0.8668,0.0,1.0,0.007,0.6805,0.0197,0.5661,0.023,0.6872,0.8182,7.9688
house,FullBath,501,0.1776,0.0097,0.0,3.0,1.5631,2.0,0.5516,0.0964,-0.8747,0.0,1.0,0.0094,0.655,0.0059,0.5524,0.0062,0.6714,0.8154,7.9595
house,FullBath,501,0.0958,0.0088,0.0,3.0,1.5673,2.0,0.5543,0.1214,-0.8492,0.0,1.0,0.0022,0.6566,0.006,0.547,0.0062,0.6642,0.8199,7.9546
house,FullBath,501,0.0479,0.0084,0.0,3.0,1.5618,2.0,0.5522,0.128,-0.8816,0.0,1.0,0.0034,0.6642,0.0048,0.5513,0.0052,0.6689,0.8154,7.9744
house,YrSold,501,0.509,0.0203,2006.0,2010.0,2008.1626,2009.0,1.3667,-0.314,-1.2463,1.0,2.0,0.0021,0.1755,0.0043,0.1766,0.0047,0.2237,1.5188,2.0661
house,YrSold,501,0.475,0.019,2006.0,2010.0,2008.1711,2009.0,1.3943,-0.2311,-1.3082,1.0,2.0,0.0003,0.1688,0.004,0.1685,0.0045,0.2162,1.553,1.8519
house,YrSold,501,0.4032,0.0167,2006.0,2010.0,2008.0401,2008.0,1.3704,-0.1659,-1.3148,1.0,2.0,0.0088,0.1576,0.001,0.147,0.002,0.1879,1.5484,1.3779
house,YrSold,501,0.3513,0.0154,2006.0,2010.0,2008.1292,2009.0,1.4039,-0.2636,-1.3112,1.0,2.0,0.0015,0.1793,0.0003,0.1608,0.0006,0.2075,1.5417,1.8979
house,YrSold,501,0.2914,0.0141,2006.0,2010.0,2008.1831,2009.0,1.3993,-0.3095,-1.2489,1.0,2.0,0.0003,0.1689,0.0002,0.1614,0.0002,0.2098,1.5569,1.4094
house,YrSold,501,0.2295,0.013,2006.0,2010.0,2008.0959,2008.0,1.3934,-0.2402,-1.2903,1.0,2.0,0.0021,0.1893,0.0071,0.1767,0.0102,0.2268,1.5583,1.4185
house,YrSold,501,0.1896,0.0123,2006.0,2010.0,2008.1182,2009.0,1.3774,-0.2638,-1.2651,1.0,2.0,0.007,0.1642,0.0032,0.1585,0.0035,0.2054,1.5486,1.5621
house,YrSold,501,0.1776,0.0121,2006.0,2010.0,2008.1044,2008.0,1.3834,-0.2203,-1.2813,1.0,2.0,0.0003,0.1334,0.0013,0.1333,0.0004,0.1738,1.5647,1.3718
house,YrSold,501,0.0958,0.011,2006.0,2010.0,2008.1391,2009.0,1.3796,-0.2757,-1.2566,1.0,2.0,0.0024,0.1606,0.0006,0.1548,0.0007,0.1992,1.5507,1.5383
house,YrSold,501,0.0479,0.0105,2006.0,2010.0,2008.1447,2009.0,1.379,-0.2799,-1.2481,1.0,2.0,0.0006,0.1519,0.0042,0.1522,0.0032,0.1954,1.5535,1.4529
house,OpenPorchSF,501,0.509,0.3211,0.0,341.0,47.4919,25.0,63.702,1.6473,2.6638,25.0,71.5,0.0104,0.3947,0.0012,0.3943,0.0013,0.4943,2.9671,0.011
house,OpenPorchSF,501,0.475,0.327,0.0,312.0,45.0228,20.0,62.161,1.6855,2.6783,20.0,64.0,0.0004,0.3756,0.0191,0.3496,0.0246,0.4611,2.9452,0.0092
house,OpenPorchSF,501,0.4032,0.311,0.0,341.0,49.7492,29.0,66.0048,1.7358,2.9055,29.0,70.5,0.0014,0.3978,0.0016,0.394,0.0046,0.5034,3.1515,0.0081
house,OpenPorchSF,501,0.3513,0.32,0.0,341.0,48.4462,28.0,65.227,1.6922,2.7067,28.0,70.0,0.0095,0.3616,0.0005,0.3573,0.0004,0.4497,3.1194,0.0063
house,OpenPorchSF,501,0.2914,0.2648,0.0,341.0,42.4817,20.0,61.1398,1.947,3.9966,20.0,63.0,0.0052,0.3767,0.0058,0.3941,0.0065,0.486,2.8927,0.0084
house,OpenPorchSF,501,0.2295,0.2746,0.0,312.0,45.5959,28.0,60.1639,1.6686,2.715,28.0,68.0,0.0059,0.3657,0.0165,0.3645,0.0198,0.4562,3.1393,0.0065
house,OpenPorchSF,501,0.1896,0.266,0.0,341.0,44.936,26.5,61.8454,1.8266,3.4193,26.5,64.0,0.0097,0.3634,0.0002,0.3666,0.0019,0.4591,3.0772,0.0063
house,OpenPorchSF,501,0.1776,0.2718,0.0,341.0,44.2621,20.0,61.7434,1.7902,3.2643,20.0,65.0,0.0008,0.4053,0.0031,0.3982,0.0039,0.4957,3.0187,0.0037
house,OpenPorchSF,501,0.0958,0.2693,0.0,341.0,46.6821,28.0,63.502,1.7794,3.1633,28.0,68.0,0.0166,0.3513,0.0018,0.3624,0.0028,0.4569,3.1627,0.0049
house,OpenPorchSF,501,0.0479,0.2683,0.0,312.0,46.3417,27.0,62.5905,1.6646,2.4968,27.0,68.0,0.0013,0.3823,0.001,0.3805,0.0013,0.4772,3.1589,0.0045
house,BedroomAbvGr,501,0.509,0.0203,1.0,6.0,2.8537,3.0,0.7178,-0.0395,1.3117,0.0,1.0,0.0048,0.622,0.0004,0.5643,0.0002,0.6374,1.0558,4.6789
house,BedroomAbvGr,501,0.475,0.0266,0.0,6.0,2.9696,3.0,0.8034,0.231,1.6444,0.0,0.0,0.0033,0.6943,0.001,0.6113,0.001,0.6846,1.1705,2.243
house,BedroomAbvGr,501,0.4032,0.0234,0.0,6.0,2.9666,3.0,0.8006,0.2557,1.6228,0.0,0.0,0.003,0.6853,0.002,0.6033,0.0029,0.6754,1.1663,2.3117
house,BedroomAbvGr,501,0.3513,0.0215,0.0,6.0,2.8923,3.0,0.8325,0.2036,1.8545,0.0,1.0,0.0001,0.6552,0.0046,0.5774,0.0053,0.6496,1.1969,2.2685
house,BedroomAbvGr,501,0.2914,0.0197,0.0,6.0,2.8451,3.0,0.7626,0.078,1.3022,0.0,1.0,0.0003,0.666,0.0061,0.5897,0.0065,0.6604,1.1295,2.3262
house,BedroomAbvGr,501,0.2295,0.0181,0.0,6.0,2.8705,3.0,0.7576,0.1843,1.6693,0.0,1.0,0.0036,0.6751,0.0082,0.5881,0.0092,0.6553,1.1157,2.3294
house,BedroomAbvGr,501,0.1896,0.0172,0.0,6.0,2.8719,3.0,0.7868,0.1994,2.0988,0.0,1.0,0.0002,0.6653,0.0005,0.5862,0.0,0.6553,1.1389,2.2909
house,BedroomAbvGr,501,0.1776,0.017,0.0,6.0,2.8617,3.0,0.7554,0.032,1.673,0.0,1.0,0.0014,0.6678,0.0006,0.5739,0.0003,0.6404,1.1102,2.3008
house,BedroomAbvGr,501,0.0958,0.0155,0.0,6.0,2.8631,3.0,0.7742,0.0411,1.5844,0.0,1.0,0.0027,0.6697,0.0074,0.597,0.0085,0.6674,1.1383,2.293
house,BedroomAbvGr,501,0.0479,0.0147,0.0,6.0,2.8742,3.0,0.783,0.1455,1.8904,0.0,1.0,0.002,0.6688,0.007,0.5933,0.0076,0.664,1.1402,2.3034
house,LotFrontage,501,0.509,0.2561,21.0,160.0,70.0065,69.3315,20.2672,0.6319,2.9002,9.3315,20.0,0.0012,0.4785,0.0017,0.4964,0.0016,0.6398,3.6047,0.019
house,LotFrontage,501,0.475,0.2586,21.0,160.0,71.6511,69.3315,19.9301,1.1423,3.9001,9.3315,19.5,0.0095,0.4166,0.0015,0.458,0.0006,0.5977,3.5194,0.0163
house,LotFrontage,501,0.4032,0.2308,21.0,160.0,70.7455,69.3315,20.0637,0.9047,3.6701,9.3315,20.0,0.0066,0.457,0.001,0.4494,0.0012,0.5823,3.5725,0.0164
house,LotFrontage,501,0.3513,0.2369,21.0,160.0,70.0663,69.3315,20.0812,0.6871,2.6279,9.3315,18.0,0.0052,0.4405,0.0006,0.4741,0.0007,0.6173,3.6245,0.013
house,LotFrontage,501,0.2914,0.2141,21.0,160.0,69.7246,69.3315,19.9966,0.8161,3.2166,9.3315,18.0,0.0029,0.4233,0.0017,0.4478,0.0005,0.582,3.6325,0.0137
house,LotFrontage,501,0.2295,0.1917,21.0,160.0,69.8252,69.3315,19.5269,0.8109,3.7511,9.3315,17.75,0.0011,0.4379,0.009,0.4582,0.0109,0.6008,3.5657,0.015
house,LotFrontage,501,0.1896,0.2044,21.0,153.0,70.4365,69.3315,19.5046,0.8269,2.9951,9.3315,18.75,0.0046,0.4815,0.0017,0.4538,0.0024,0.5932,3.6674,0.0117
house,LotFrontage,501,0.1776,0.1966,21.0,160.0,69.8791,69.3315,19.1947,0.8013,3.4632,9.3315,18.0,0.0013,0.429,0.0021,0.4283,0.0026,0.5626,3.6019,0.0124
house,LotFrontage,501,0.0958,0.1898,21.0,160.0,70.7304,69.3315,19.4963,0.9468,3.4254,9.3315,18.0,0.0056,0.4188,0.0031,0.4376,0.004,0.5745,3.6819,0.0111
house,LotFrontage,501,0.0479,0.1782,21.0,160.0,70.2226,69.3315,19.6698,0.8046,3.3406,9.3315,18.0,0.0035,0.4479,0.0002,0.4603,0.0001,0.6022,3.6531,0.0115
house,TotRmsAbvGrd,501,0.509,0.0325,4.0,12.0,6.4512,6.0,1.4774,0.4281,0.1881,1.0,2.0,0.0248,0.7827,0.0054,0.6602,0.006,0.8048,1.7682,1.6787
house,TotRmsAbvGrd,501,0.475,0.038,3.0,12.0,6.5513,6.0,1.5637,0.785,0.9796,1.0,2.0,0.0115,0.7676,0.0026,0.6549,0.0029,0.8026,1.8075,1.0411
house,TotRmsAbvGrd,501,0.4032,0.0301,4.0,12.0,6.6789,6.0,1.6018,0.8242,0.9692,1.0,2.0,0.003,0.7836,0.0152,0.6686,0.0171,0.8093,1.8181,1.1909
house,TotRmsAbvGrd,501,0.3513,0.0308,3.0,12.0,6.5508,6.0,1.5811,0.7617,0.8798,1.0,2.0,0.0151,0.7948,0.0057,0.666,0.007,0.8129,1.8166,1.063
house,TotRmsAbvGrd,501,0.2914,0.0282,3.0,12.0,6.3408,6.0,1.4571,0.6248,0.6823,1.0,2.0,0.0038,0.7552,0.0009,0.6319,0.0012,0.7803,1.7497,1.0755
house,TotRmsAbvGrd,501,0.2295,0.0259,3.0,12.0,6.4611,6.0,1.5047,0.6929,1.0225,1.0,2.0,0.0035,0.7741,0.0048,0.6625,0.0054,0.809,1.7761,1.0727
house,TotRmsAbvGrd,501,0.1896,0.0246,3.0,12.0,6.4236,6.0,1.5577,0.84,1.1498,1.0,2.0,0.0118,0.7972,0.0074,0.6677,0.0083,0.815,1.7928,1.067
house,TotRmsAbvGrd,501,0.1776,0.0243,3.0,12.0,6.4126,6.0,1.4844,0.6109,0.4491,1.0,2.0,0.0003,0.778,0.0034,0.6525,0.0043,0.8012,1.7718,1.0815
house,TotRmsAbvGrd,501,0.0958,0.0221,3.0,12.0,6.4393,6.0,1.5337,0.7406,0.9719,1.0,2.0,0.0035,0.7801,0.0039,0.6568,0.0044,0.804,1.7871,1.0776
house,TotRmsAbvGrd,501,0.0479,0.021,3.0,12.0,6.4591,6.0,1.5395,0.7216,0.9125,1.0,2.0,0.0112,0.7859,0.0033,0.6651,0.0049,0.8121,1.7959,1.0791
house,GrLivArea,501,0.509,0.8618,691.0,4476.0,1510.5244,1454.5,502.5424,1.5161,5.2287,313.5,623.5,0.0061,0.7827,0.0164,0.6602,0.02,0.8048,5.2951,0.0003
house,GrLivArea,501,0.475,0.9163,693.0,4476.0,1523.0951,1472.0,499.8971,1.2348,3.9224,329.0,669.0,0.0081,0.7676,0.0003,0.6549,0.0018,0.8026,5.4522,0.0001
house,GrLivArea,501,0.4032,0.8395,640.0,4476.0,1567.1271,1490.0,521.6543,1.2787,3.4486,332.0,649.5,0.0073,0.7836,0.0047,0.6686,0.0051,0.8093,5.4614,0.0003
house,GrLivArea,501,0.3513,0.8431,616.0,4476.0,1541.0615,1479.0,516.7888,1.2572,3.4996,317.0,617.0,0.0086,0.7948,0.0022,0.666,0.0027,0.8129,5.5246,0.0002
house,GrLivArea,501,0.2914,0.8028,640.0,4476.0,1481.6761,1453.0,488.7642,1.2915,4.2505,315.0,609.0,0.0051,0.7552,0.0021,0.6319,0.0023,0.7803,5.5575,0.0002
house,GrLivArea,501,0.2295,0.7953,616.0,4476.0,1498.3964,1444.5,475.4361,1.2984,4.3758,291.5,590.25,0.0145,0.7741,0.0041,0.6625,0.0049,0.809,5.6277,0.0002
house,GrLivArea,501,0.1896,0.803,640.0,3627.0,1502.0049,1454.5,476.4904,0.8737,1.1834,322.0,641.25,0.0024,0.7972,0.0042,0.6677,0.0047,0.815,5.687,0.0002
house,GrLivArea,501,0.1776,0.7961,616.0,4476.0,1501.9879,1454.0,487.7538,1.2412,3.7184,317.0,642.25,0.0012,0.778,0.0026,0.6525,0.0033,0.8012,5.6946,0.0002
house,GrLivArea,501,0.0958,0.7859,616.0,4476.0,1501.1987,1456.0,486.1625,1.1518,3.3665,316.0,632.0,0.0046,0.7801,0.009,0.6568,0.0109,0.804,5.7715,0.0002
house,GrLivArea,501,0.0479,0.7715,616.0,4476.0,1510.6667,1458.0,491.7786,1.1416,3.1454,321.0,647.0,0.0055,0.7859,0.0079,0.6651,0.0095,0.8121,5.795,0.0002
iris,petal_length,150,0.4533,0.4146,1.1,6.9,3.8317,4.55,1.9126,-0.2275,-1.5648,1.4,4.0,0.4001,0.964,0.1878,0.7904,0.2971,0.9238,3.2706,0.0511
iris,petal_length,150,0.4533,0.4146,1.1,6.7,3.8098,4.4,1.7068,-0.3735,-1.348,1.1,3.475,0.3948,0.9611,0.124,0.8029,0.2414,0.9324,3.3318,0.0511
iris,petal_length,150,0.4467,0.4217,1.2,6.7,3.9398,4.5,1.6703,-0.5167,-1.1305,0.9,3.45,0.4742,0.9621,0.1914,0.804,0.3009,0.9329,3.3336,0.0476
iris,petal_length,150,0.3467,0.4082,1.0,6.9,3.7827,4.4,1.7829,-0.2893,-1.4362,1.2,3.575,0.3425,0.9621,0.1403,0.802,0.2329,0.9324,3.4603,0.0118
iris,petal_length,150,0.3133,0.3786,1.0,6.9,3.6388,4.2,1.751,-0.1607,-1.4522,1.4,3.45,0.4148,0.9676,0.1862,0.813,0.3076,0.9392,3.4292,0.0419
iris,petal_length,150,0.2133,0.339,1.1,6.9,3.8856,4.5,1.7741,-0.3477,-1.3433,1.1,3.6,0.4303,0.9612,0.1661,0.7977,0.2901,0.9306,3.448,0.0212
iris,petal_length,150,0.2067,0.3361,1.0,6.9,3.7899,4.3,1.7314,-0.2901,-1.3303,1.2,3.5,0.4366,0.9648,0.179,0.816,0.305,0.9423,3.4825,0.021
iris,petal_length,150,0.1667,0.328,1.0,6.9,3.8704,4.5,1.7347,-0.3682,-1.2715,1.0,3.5,0.422,0.9659,0.1989,0.8188,0.3188,0.9429,3.4425,0.0215
iris,petal_length,150,0.1067,0.306,1.0,6.9,3.7731,4.4,1.7406,-0.3011,-1.3895,1.15,3.5,0.417,0.9619,0.1775,0.8024,0.301,0.936,3.461,0.0237
iris,petal_length,150,0.0533,0.3028,1.0,6.9,3.7366,4.3,1.7627,-0.2497,-1.3947,1.3,3.575,0.433,0.9642,0.1933,0.8016,0.3178,0.9352,3.4675,0.0386
iris,petal_width,150,0.4533,0.2561,0.1,2.5,1.2366,1.45,0.8285,-0.1112,-1.5131,0.85,1.675,0.335,0.964,0.1435,0.7904,0.2512,0.9238,2.7117,0.0587
iris,petal_width,150,0.4533,0.2561,0.1,2.5,1.2244,1.3,0.7556,-0.2042,-1.3287,0.7,1.475,0.3433,0.9611,0.122,0.8029,0.2434,0.9324,2.7969,0.1714
iris,petal_width,150,0.4467,0.241,0.1,2.5,1.2614,1.4,0.713,-0.3221,-1.1525,0.5,1.4,0.3967,0.9621,0.1304,0.804,0.2418,0.9329,2.7029,0.1902
iris,petal_width,150,0.3467,0.2245,0.1,2.5,1.2235,1.3,0.7848,-0.1197,-1.3891,0.8,1.575,0.2838,0.9621,0.1043,0.802,0.2093,0.9324,2.7848,0.1195
iris,petal_width,150,0.3133,0.2039,0.1,2.5,1.1456,1.3,0.7497,-0.0067,-1.3291,0.7,1.5,0.3621,0.9676,0.1636,0.813,0.2963,0.9392,2.7904,0.0109
iris,petal_width,150,0.2133,0.1695,0.1,2.5,1.2585,1.4,0.7785,-0.1864,-1.3459,0.65,1.6,0.3657,0.9612,0.1308,0.7977,0.2548,0.9306,2.7935,0.0952
iris,petal_width,150,0.2067,0.1849,0.1,2.5,1.2134,1.3,0.7452,-0.1331,-1.2981,0.7,1.45,0.3665,0.9648,0.1364,0.816,0.2713,0.9423,2.7908,0.1729
iris,petal_width,150,0.1667,0.176,0.1,2.5,1.2464,1.4,0.7424,-0.243,-1.2688,0.6,1.5,0.3672,0.9659,0.163,0.8188,0.2874,0.9429,2.7908,0.1344
iris,petal_width,150,0.1067,0.1642,0.1,2.5,1.2097,1.3,0.7581,-0.0911,-1.3085,0.7,1.5,0.3468,0.9619,0.1418,0.8024,0.2756,0.936,2.8335,0.0697
iris,petal_width,150,0.0533,0.1479,0.1,2.5,1.1761,1.3,0.7531,-0.0951,-1.3228,0.7,1.5,0.3758,0.9642,0.1601,0.8016,0.2967,0.9352,2.7784,0.0652
letter,y-bar,2001,0.4988,0.016,0.0,15.0,7.4706,7.0,2.3885,0.0325,1.1141,1.0,3.0,0.0087,0.6326,0.0076,0.5171,0.0118,0.6187,2.1591,0.3829
letter,y-bar,2001,0.4683,0.015,0.0,15.0,7.5,7.0,2.4325,-0.1111,1.0707,1.0,2.0,0.0131,0.6375,0.0143,0.487,0.0183,0.5899,2.1569,0.3776
letter,y-bar,2001,0.4023,0.0134,0.0,15.0,7.4774,7.0,2.4286,0.1189,1.0852,1.0,3.0,0.0133,0.6194,0.0127,0.4886,0.016,0.5905,2.1806,0.3574
letter,y-bar,2001,0.3488,0.0123,0.0,15.0,7.4743,7.0,2.3878,0.1533,1.1063,1.0,2.0,0.0048,0.6349,0.0086,0.4819,0.014,0.5829,2.1704,0.394
letter,y-bar,2001,0.3033,0.0115,0.0,15.0,7.5337,7.0,2.3738,0.0333,1.1557,1.0,2.0,0.0022,0.6096,0.0037,0.4698,0.0047,0.5663,2.1518,0.3817
letter,y-bar,2001,0.2544,0.0107,0.0,15.0,7.5208,7.0,2.4195,0.0361,1.0584,1.0,2.0,0.007,0.6066,0.0108,0.4687,0.0138,0.5695,2.1795,0.3796
letter,y-bar,2001,0.2079,0.0101,0.0,15.0,7.5079,7.0,2.4639,0.0332,0.8929,1.0,3.0,0.005,0.6253,0.0062,0.49,0.0074,0.594,2.2057,0.3817
letter,y-bar,2001,0.1569,0.0095,0.0,15.0,7.4867,7.0,2.4111,0.0091,1.1265,1.0,2.0,0.0012,0.6097,0.0036,0.4694,0.0066,0.5686,2.1767,0.3804
letter,y-bar,2001,0.1099,0.009,0.0,15.0,7.5042,7.0,2.4305,0.0526,1.0283,1.0,2.0,0.0045,0.6179,0.0074,0.4849,0.0099,0.5873,2.1776,0.3853
letter,y-bar,2001,0.063,0.0085,0.0,15.0,7.5115,7.0,2.4016,0.0426,1.0986,1.0,2.0,0.005,0.613,0.0003,0.4752,0.0007,0.5755,2.1681,0.3869
letter,x2ybr,2001,0.4988,0.016,0.0,15.0,6.5155,6.0,2.5151,0.2174,0.3029,1.0,3.0,0.0081,0.6326,0.0059,0.5171,0.0049,0.6187,2.2358,0.4026
letter,x2ybr,2001,0.4683,0.015,0.0,15.0,6.5085,6.0,2.5803,0.1191,0.0684,1.0,3.0,0.0,0.6375,0.0051,0.487,0.0061,0.5899,2.2838,0.4086
letter,x2ybr,2001,0.4023,0.0125,0.0,14.0,6.4323,6.0,2.5498,0.215,0.2867,1.0,3.0,0.0094,0.6194,0.0108,0.4886,0.0142,0.5905,2.2516,0.4269
